director;id;original_title;popularity;budget;revenue;genres;vote_count;vote_average;runtime;release_date
Brad Anderson;120694;Festival in Cannes;0.6;0;299171;Drama|Comedy;0;0.0;100;2001-11-03
Henry Jaglom;2171;Wet Hot American Summer;7.236;5000000;295206;Comedy;484;6.4;97;2001-07-27
David Wain;184998;Maelstrom - Il figlio dell'altrove;1.238;0;254380;Horror;4;2.0;90;2001-08-24
Ivan Zuccon;33152;Who Is Cletis Tout?;3.35;9000000;252706;Action|Comedy|Crime;25;5.8;92;2001-09-12
Chris Ver Wiel;75386;Haiku Tunnel;0.965;0;251058;Comedy;2;7.0;88;2001-09-07
Jacob Kornbluth;23550;Le fate ignoranti;5.717;0;215339;Drama;271;7.4;106;2001-03-16
Ferzan Özpetek;19058;Down;4.996;15000000;163169;Action|Horror|Mystery|Thriller;51;4.6;111;2001-05-11
Dick Maas;342799;నిన్ను చూడాలని;0.6;77376;154751;;1;6.0;111;2001-05-23
V. R. Prathap;18168;About Adam;5.86;0;151559;Comedy|Romance|Drama;68;5.4;105;2001-01-19
Gerard Stembridge;75151;Big Bad Love;2.713;0;100420;Drama|Comedy;4;6.5;111;2001-10-11
Arliss Howard;54491;The Trumpet Of The Swan;4.715;0;100202;Animation|Family;32;5.4;75;2001-05-11
Richard Rich;560896;Shabe Berahne;0.6;10000;100000;Drama;0;0.0;60;2001-11-10
Saeed Soheili;353849;Opération Cobra;0.6;90000;100000;;0;0.0;75;2001-07-18
Robert Morin;281193;Flossin;0.655;0;86000;Drama;0;0.0;77;2001-01-01
Jimmy Bridges;26056;Snipes;2.194;0;70569;Drama|Thriller;4;6.1;113;2001-09-13
Rich Murray;2104;Requiem;1.4;0;60700;Action|Horror|Thriller;6;5.0;98;2001-12-28
Hervé Renoh;27324;回路;8.131;0;51420;Horror|Thriller;172;6.5;119;2001-02-03
Kiyoshi Kurosawa;62956;Very Annie Mary;2.824;0;46352;Comedy;8;6.5;104;2001-05-25
Sara Sugarman;196859;Jackpot;1.283;400000;43719;;2;6.0;97;2001-07-26
Michael Polish;153141;The Low Down;1.3;0;32395;Romance|Comedy|Drama;1;6.0;96;2001-01-26
Jamie Thraves;500064;Dafan;0.841;39175;32124;Horror;0;0.0;100;2001-03-15
Jitendra Chawda;31668;All The Queen's Men;2.46;15000000;23000;Action|Comedy|Drama|History|War;9;5.8;99;2001-10-14
Stefan Ruzowitzky;496582;Maut Ki Haveli;0.6;23700;20540;Horror;0;0.0;None;2001-11-09
A. Raja;500060;Tahkhana;0.6;23505;18412;Horror;0;0.0;90;2001-06-01
Kishan Shah;40723;Trouble Every Day;4.819;0;9200;Drama|Horror;73;6.0;101;2001-07-11
Claire Denis;37857;Don's Plum;4.641;0;6297;Drama;37;5.7;89;2001-02-10
R.D. Robb;197066;ДМБ-003;0.6;0;5000;Comedy;1;10.0;71;2001-01-31
Aleksandr Basov;197182;ДМБ: Снова в бою;0.6;0;5000;Comedy;2;7.8;63;2001-01-31
Aleksandr Basov;319065;Hardcore;1.4;5000;5000;Documentary;3;4.5;63;2001-04-07
Stephen Walker;182132;Så vit som en snö;1.112;1000;1000;Drama|History;4;6.1;154;2001-02-15
Jan Troell;18017;Yolngu Boy;0.861;0;671;Drama;5;6.0;88;2001-03-22
Stephen Johnson;1613;The 51st State;6.167;28;14;Thriller|Action|Comedy|Crime;315;6.2;93;2001-12-07
Ronny Yu;292550;The Young Girl and the Monsoon;0.6;0;8;Drama;0;0.0;90;2001-04-27
James Ryan;50819;American Adobo;1.963;344;4;Comedy|Romance;4;5.0;104;2001-09-29
Laurice Guillen;45864;Extreme Days;1.765;0;1;Action|Adventure|Comedy|Romance;8;4.7;93;2001-09-28
Eric Hannah;590393;OVNIS : Le Secret américain;0.6;0;0;Documentary;1;10.0;95;2001-03-01
Vincent Gielly;589881;Höllenleben - Eine multiple Persönlichkeit auf Spurensuche;0.6;0;0;Documentary|TV Movie;1;10.0;None;2001-12-12
Liz Wieskerstrauch;563563;Goodnight Moon;0.6;0;0;;1;10.0;None;2001-01-01
Amy Schatz;542234;Bibleman: Lead Us Not Into Temptation;0.6;0;0;;1;10.0;38;2001-02-01
Willie Aames;542172;Raw Spice;0.6;220000;0;Documentary|Music;1;10.0;78;2001-03-23
NA;539497;Walt Disney: One Man's Dream;0.6;0;0;;1;10.0;None;2001-10-01
NA;527809;Carnal Passion;0.626;0;0;;1;10.0;85;2001-01-01
Madison Monroe;522309;Бабушкин Апокриф;1.121;0;0;Fantasy|Comedy|Music;1;10.0;15;2001-11-07
Dmitry Frolov;515208;Bibleman: Breaking The Bonds of Disobedience;1.241;0;0;Science Fiction|TV Movie|Adventure;3;10.0;45;2001-01-01
Willie Aames;513912;Visitors from the Unknown;0.6;0;0;Documentary;1;10.0;48;2001-03-25
Penelope Spheeris;509944;The Matwix;1.4;10000000;0;Animation|Comedy|Science Fiction|Family|Fantasy;2;10.0;3;2001-09-10
Steve Belfer;505012;Dream Within a Dream Tour;0.6;0;0;Music;1;10.0;100;2001-11-01
Wade Robson;497093;A Tour of the Inferno: Revisiting 'Platoon';1.4;0;0;Documentary;2;10.0;53;2001-01-01
NA;496057;Darpan Chhaya;0.6;0;0;Drama|Romance;1;10.0;138;2001-09-01
Tulsi Ghimire;495433;Dark Water;1.411;0;0;Crime|Mystery|Thriller;1;10.0;92;2001-08-17
Ron Chartier;484577;'N Sync: Bigger Than Live;0.719;5000000;0;Music;1;10.0;48;2001-02-23
NA;473792;Do or Die;0.6;0;0;Drama;1;10.0;174;2001-04-22
Rowan Woods;468992;Ниро Вульф и Арчи Гудвин: Пока я не умер;0.6;0;0;Mystery|Crime;1;10.0;None;2001-01-01
Yevgeni Tatarsky;466606;Ниро Вульф и Арчи Гудвин: Голос с того света;0.915;0;0;Mystery|Crime;2;10.0;None;2001-01-03
Yevgeni Tatarsky;466603;Ниро Вульф и Арчи Гудвин: Летающий пистолет;0.621;0;0;Mystery|Crime;1;10.0;None;2001-01-02
Yevgeni Tatarsky;448911;美少女戦士セーラームーン ラスト・ドラクル最終章 - 超惑星デス・バルカンの封印;0.6;0;0;Fantasy;1;10.0;140;2001-07-25
NA;448906;美少女戦士セーラームーン 決戦／トランシルバニアの森＜改訂版＞－最強の敵　ダーク・カインの謎－;0.6;0;0;Fantasy;1;10.0;120;2001-04-25
NA;436425;L'empire des nombres;0.6;0;0;Documentary|History;1;10.0;None;2001-09-22
Philippe Truffault;430841;Nails [Creation Science Evangelism];0.621;0;0;Documentary;1;10.0;38;2001-01-01
NA;414141;Oasis: 10 Years of Noise and Confusion;0.6;0;0;;1;10.0;94;2001-10-10
NA;413041;Beautiful People;0.6;0;0;;2;10.0;None;2001-11-23
Nikos Panayotopoulos;407881;Die Meistersinger Von Nürnberg;0.662;0;0;Music;1;10.0;None;2001-12-08
Brian Large;405584;Eric Clapton Live at Budokan, Tokyo;0.621;0;0;Music;1;10.0;120;2001-04-12
NA;401007;Tikim;1.121;0;0;;1;10.0;90;2001-11-28
Jose Javier Reyes;394902;Megadeth: Behind the Music;1.162;0;0;;1;10.0;None;2001-10-16
NA;372132;Cloud Nine;0.6;0;0;Comedy;1;10.0;15;2001-01-01
Nicole Bettauer;369735;Franklin - Le monde de Franklin;0.6;0;0;Animation;1;10.0;25;2001-01-01
NA;369733;Franklin - Franklin l'aventurier;0.6;0;0;Animation;1;10.0;25;2001-01-01
NA;369602;پژواک;0.662;170000;0;Drama;1;10.0;80;2001-04-20
Hossein Shahabi;369590;عکس;0.6;320000;0;Drama;1;10.0;100;2001-10-13
Hossein Shahabi;364635;Bakit 'Di Totohanin;1.371;0;0;Romance|Comedy|Drama|Family;1;10.0;None;2001-08-29
Boots Plata;354433;Gekijô ban Tottoko Hamutaro: Hamu hamu rando dai bôken;0.961;0;0;Family|Fantasy|Animation;1;10.0;50;2001-12-15
Osamu Dezaki;324094;Europakonzert 2001 from Istanbul;0.6;0;0;Music;1;10.0;103;2001-05-01
Bob Coles;312673;Great Chefs: Chocolate Passion;0.6;0;0;Documentary|Family;1;10.0;None;2001-07-24
NA;276473;De ida y vuelta;0.6;0;0;Drama;2;10.0;92;2001-10-18
Salvador Aguirre;275693;*NSYNC: Making The Tour;0.6;0;0;Music;2;10.0;80;2001-02-13
NA;275032;Pachito Rex: Me voy, pero no del todo;0.6;0;0;;2;10.0;86;2001-11-09
Fabián Hofman;650395;Spider-Man trilogy;0.6;589;2515648827;Action|Science Fiction|Fantasy|Adventure|Romance;0;0.0;None;2002-05-03
Sam Raimi;121;The Lord of the Rings: The Two Towers;33.27;79000000;926287400;Adventure|Fantasy|Action;13414;8.3;179;2002-12-18
Peter Jackson;672;Harry Potter and the Chamber of Secrets;38.571;100000000;876688482;Adventure|Fantasy;12804;7.7;161;2002-11-13
Chris Columbus;557;Spider-Man;24.547;139000000;821708551;Fantasy|Action;10756;7.1;121;2002-05-01
Sam Raimi;1894;Star Wars: Episode II - Attack of the Clones;25.771;120000000;649398328;Adventure|Action|Science Fiction;7799;6.5;142;2002-05-15
George Lucas;608;Men in Black II;28.623;140000000;441818803;Action|Adventure|Comedy|Science Fiction;6259;6.3;88;2002-07-03
Barry Sonnenfeld;36669;Die Another Day;18.861;140000000;431971116;Adventure|Action|Thriller;1997;5.9;133;2002-11-17
Lee Tamahori;2675;Signs;13.128;72000000;408247917;Drama|Thriller|Science Fiction|Mystery;3143;6.6;106;2002-08-02
M. Night Shyamalan;425;Ice Age;20.031;59000000;383257136;Animation|Comedy|Family|Adventure;8119;7.3;81;2002-03-10
Chris Wedge;8346;My Big Fat Greek Wedding;15.763;5000000;368744044;Comedy|Drama|Romance;1244;6.4;95;2002-02-22
Joel Zwick;180;Minority Report;20.232;102000000;358372926;Action|Thriller|Science Fiction|Mystery;4978;7.3;145;2002-06-20
Steven Spielberg;640;Catch Me If You Can;17.841;52000000;352114312;Drama|Crime;8092;7.9;141;2002-12-25
Steven Spielberg;1574;Chicago;11.661;45000000;306776732;Comedy|Crime|Drama;1442;7.2;113;2002-12-26
Rob Marshall;818;Austin Powers in Goldmember;16.671;63000000;296655431;Comedy|Crime|Science Fiction;1884;5.9;94;2002-07-26
Jay Roach;7451;xXx;16.334;70000000;277448382;Action|Adventure|Thriller|Mystery;2549;5.8;124;2002-08-09
Rob Cohen;9637;Scooby-Doo;16.445;84000000;275650703;Mystery|Adventure|Comedy;2223;5.7;88;2002-06-14
Raja Gosnell;565;The Ring;11.661;48000000;249348933;Horror|Mystery;3519;6.6;115;2002-10-18
Gore Verbinski;65;8 Mile;17.689;41000000;242875078;Drama|Music;3750;7.0;110;2002-11-08
Curtis Hanson;2501;The Bourne Identity;18.534;60000000;214034224;Action|Drama|Mystery|Thriller;5760;7.4;119;2002-06-14
Doug Liman;9533;Red Dragon;3.153;78000000;209196298;Crime|Horror|Thriller|Drama;2185;6.9;124;2002-09-29
Brett Ratner;4547;Panic Room;10.583;48000000;196397415;Crime|Drama|Thriller;2698;6.7;111;2002-03-29
David Fincher;3131;Gangs of New York;15.782;100000000;193772504;Drama|History|Crime;3798;7.3;167;2002-12-14
Martin Scorsese;4614;The Sum of All Fears;13.694;68000000;193000000;Thriller|Action|Drama;812;6.2;124;2002-05-31
Phil Alden Robinson;4147;Road to Perdition;13.006;80000000;181001478;Crime|Drama|Thriller;1987;7.3;117;2002-07-12
Sam Mendes;11529;Sweet Home Alabama;11.731;30000000;180622424;Comedy|Romance;842;6.3;108;2002-09-26
Andy Tennant;79;英雄;14.845;31000000;177394432;Drama|Adventure|Action|History;1176;7.5;99;2002-07-22
Zhang Yimou;9021;The Santa Clause 2;13.919;65000000;172842355;Fantasy|Comedy|Family;685;5.7;104;2002-10-31
Michael Lembeck;2022;Mr. Deeds;12.099;50000000;171269535;Comedy|Romance;1282;5.7;96;2002-06-28
Steven Brill;10996;Stuart Little 2;11.75;120000000;169956806;Family|Adventure|Animation|Comedy;1408;5.6;78;2002-07-19
Rob Minkoff;9334;The Scorpion King;23.889;60000000;165333180;Action|Fantasy|Adventure;1803;5.4;92;2002-04-18
Chuck Russell;18221;Space Station 3D;18.148;0;163333893;Documentary;18;6.6;47;2002-04-17
Toni Myers;36586;Blade II;15.704;54000000;155010032;Fantasy|Horror|Action|Thriller;2762;6.4;117;2002-03-22
Guillermo del Toro;7303;Maid in Manhattan;9.717;55000000;154906693;Comedy|Drama|Romance;1084;5.8;105;2002-12-13
Wayne Wang;11544;Lilo & Stitch;18.861;80000000;145771527;Animation|Family;3411;7.4;85;2002-06-21
Chris Sanders;245;About a Boy;12.644;27000000;129000000;Drama|Comedy|Romance;1334;6.7;101;2002-04-26
Chris Weitz;2135;The Time Machine;13.55;80000000;123729176;Science Fiction|Adventure|Action;1174;5.9;96;2002-03-04
Simon Wells;9023;Spirit: Stallion of the Cimarron;16.114;80000000;122563539;Western|Animation|Adventure|Comedy|Family|Drama;2278;7.6;83;2002-05-24
Kelly Asbury;423;The Pianist;16.996;35000000;120072577;Drama|War;4503;8.3;150;2002-09-17
Roman Polanski;9488;Spy Kids 2: The Island of Lost Dreams;12.79;38000000;119723358;Action|Adventure|Family;1242;5.5;100;2002-08-07
Robert Rodriguez;2251;Unfaithful;12.981;50000000;119137784;Thriller;609;6.4;124;2002-05-10
Adrian Lyne;10590;We Were Soldiers;13.046;75000000;114660784;Action|History|War;956;6.9;138;2002-03-01
Randall Wallace;320;Insomnia;14.574;46000000;113714830;Crime|Mystery|Thriller;2448;6.9;118;2002-05-24
Christopher Nolan;2899;Astérix & Obélix Mission Cléopâtre;14.19;58500000;111127553;Family|Fantasy|Comedy|Adventure;1923;7.4;108;2002-01-29
Alain Chabat;16690;Return to Never Land;15.75;20000000;109862682;Adventure|Fantasy|Animation|Family;822;6.2;72;2002-02-14
Robin Budd;9016;Treasure Planet;16.705;140000000;109578115;Adventure|Animation|Family|Fantasy|Science Fiction;2162;7.4;95;2002-11-26
Ron Clements;2755;About Schmidt;7.986;30000000;105834556;Drama|Comedy;651;6.8;125;2002-05-22
Alexander Payne;10771;The Tuxedo;13.575;60000000;104391623;Thriller|Action|Comedy|Science Fiction;1033;5.5;98;2002-09-27
Kevin Donovan;1576;Resident Evil;10.937;33000000;102984862;Horror|Action|Science Fiction;3677;6.5;100;2002-03-15
Paul W.S. Anderson;8470;John Q;13.431;36000000;102244770;Drama|Thriller|Crime;1156;7.1;116;2002-02-15
Nick Cassavetes;1817;Phone Booth;11.366;13000000;97837138;Thriller|Drama;2032;6.8;81;2002-09-09
Joel Schumacher;1537;Changing Lanes;8.681;45000000;94935764;Crime|Thriller;545;6.1;99;2002-04-07
Roger Michell;2642;Two Weeks Notice;9.763;60000000;93354918;Comedy|Romance;1059;6.2;101;2002-12-19
Marc Lawrence;170;28 Days Later;13.542;5000000;82719885;Horror|Thriller|Science Fiction;3572;7.2;113;2002-10-31
Danny Boyle;6278;Reign of Fire;13.605;60000000;82150183;Adventure|Action|Fantasy;1220;6.0;101;2002-07-12
Rob Bowman;11888;Snow Dogs;10.045;35000000;81000000;Adventure|Comedy|Family;401;5.4;99;2002-01-18
Brian Levant;9884;Collateral Damage;12.657;85000000;78382433;Action|Thriller|Drama;727;5.5;108;2002-02-06
Andrew Davis;5851;Showtime;8.893;85000000;77741732;Action|Comedy;514;5.4;95;2002-03-14
Tom Dey;12100;Windtalkers;10.943;115000000;77628265;Drama|Action|History|War;598;5.9;134;2002-06-14
John Woo;455;Bend It Like Beckham;9.579;3500159;76578641;Comedy|Drama|Romance;1178;6.2;112;2002-04-11
Gurinder Chadha;10611;Barbershop;7.46;12000000;75781642;Comedy|Drama;223;6.1;102;2002-04-01
Tim Story;14635;The Rookie;9.588;20000000;75597042;Drama|Family;196;6.7;127;2002-03-25
John Lee Hancock;11362;The Count of Monte Cristo;14.581;35000000;75395048;Action|Adventure|Drama|Thriller;860;7.5;131;2002-01-23
Kevin Reynolds;11812;The Sweetest Thing;10.784;43000000;68696770;Romance|Comedy;590;5.4;84;2002-04-12
Roger Kumble;9645;Ghost Ship;10.724;35000000;68349884;Horror|Mystery|Thriller;1095;5.5;91;2002-10-25
Steve Beck;201;Star Trek: Nemesis;11.795;60000000;67312826;Science Fiction|Action|Adventure|Thriller;760;6.2;117;2002-12-13
Stuart Baird;3132;Bad Company;10.713;70000000;65977295;Action|Adventure|Comedy|Thriller;399;5.4;116;2002-06-07
Joel Schumacher;9012;Jackass: The Movie;13.482;5000000;64282312;Comedy|Documentary;724;6.1;87;2002-10-21
Jeff Tremaine;11560;High Crimes;10.758;42000000;63781810;Drama|Mystery|Thriller|Crime;370;6.2;115;2002-04-05
Carl Franklin;17130;Crossroads;11.403;12000000;61141030;Action|Adventure|Comedy|Drama|Family|Music|Romance;326;4.9;93;2002-02-15
Tamra Davis;13497;Drumline;10.047;20000000;57588485;Drama|Romance|Comedy|Music;191;6.3;118;2002-12-13
Charles Stone III;11892;Murder by Numbers;9.412;50000000;56714147;Crime|Drama|Thriller;536;6.1;120;2002-04-19
Barbet Schroeder;1360;Frida;10.299;12000000;56298474;Drama|Romance;1100;7.5;123;2002-08-29
Julie Taymor;2637;The Mothman Prophecies;11.123;32000000;55157539;Drama|Horror|Mystery;589;6.1;119;2002-01-25
Mark Pellington;9932;Analyze That;10.873;60000000;55003135;Comedy|Crime;677;5.8;96;2002-12-06
Harold Ramis;11870;Big Fat Liar;8.415;15000000;52970014;Comedy|Family;439;5.7;88;2002-02-08
Shawn Levy;10052;Dragonfly;12.452;60000000;52322400;Drama;431;6.5;104;2002-02-22
Tom Shadyac;9357;One Hour Photo;9.191;12000000;52223306;Horror|Thriller;873;6.6;96;2002-08-21
Mark Romanek;9266;Blue Crush;9.832;25000000;51842679;Adventure|Romance|Drama;306;5.8;104;2002-08-08
John Stockwell;1957;Enough;10.643;38000000;51801187;Drama|Thriller;547;6.5;114;2002-05-24
Michael Apted;64;Hable con ella;12.079;0;51001550;Drama|Romance;570;7.7;112;2002-03-14
Pedro Almodóvar;10229;A Walk to Remember;14.218;11800000;47494916;Drama|Romance;2361;7.6;101;2002-01-25
Adam Shankman;8869;Eight Legged Freaks;9.427;30000000;45867333;Action|Comedy|Horror|Thriller;560;5.4;99;2002-07-17
Ellory Elkayem;11979;Queen of the Damned;11.51;35000000;45479110;Drama|Fantasy|Horror;483;5.6;101;2002-02-10
Michael Rymer;4108;The Transporter;20.645;21000000;43928932;Action|Crime|Thriller;3081;6.6;92;2002-10-02
Louis Leterrier;12277;Undercover Brother;9.454;25000000;41604473;Action|Comedy;197;5.6;86;2002-05-31
Malcolm D. Lee;590;The Hours;12.591;25000000;41597830;Drama;942;7.4;114;2002-12-27
Stephen Daldry;10599;Pinocchio;8.742;40000000;41323171;Comedy|Family|Fantasy;475;5.9;108;2002-10-11
Roberto Benigni;15028;Clockstoppers;9.46;26000000;38793283;Adventure|Family|Science Fiction|Thriller;148;5.0;94;2002-03-17
Jonathan Frakes;9034;The Banger Sisters;7.647;10000000;38068353;Comedy|Drama;124;5.6;98;2002-09-20
Bob Dolman;11442;Halloween: Resurrection;10.852;13000000;37664855;Horror|Thriller;566;4.5;94;2002-07-01
Rick Rosenthal;1430;Bowling for Columbine;9.908;4000000;35564473;Documentary;846;7.6;120;2002-10-09
Michael Moore;8665;K-19: The Widowmaker;12.536;100000000;35168966;Drama|History|War|Thriller|Mystery;492;6.4;138;2002-07-19
Kathryn Bigelow;11852;The Hot Chick;11.886;0;35081550;Comedy|Fantasy;859;5.7;104;2002-12-13
Tom Brady;8427;I Spy;11.032;70000000;33561137;Action|Adventure|Comedy|Thriller;542;5.3;97;2002-10-31
Betty Thomas;10426;Friday After Next;17.087;20000000;33526835;Comedy;191;6.2;85;2002-11-22
Marcus Raboy;17043;The Crocodile Hunter: Collision Course;4.521;0;33082548;Family|Action|Adventure;51;5.3;90;2002-07-26
John Stainton;4912;Confessions of a Dangerous Mind;9.05;30000000;33013805;Comedy|Crime|Drama|Romance|Thriller;566;6.8;113;2002-12-30
George Clooney;2757;Adaptation.;9.494;19000000;32801173;Comedy|Crime|Drama;1271;7.4;115;2002-12-06
Spike Jonze;10592;Hart's War;10.253;70000000;32287044;Drama|War;452;6.2;125;2002-02-15
Gregory Hoblit;9573;Blood Work;9.774;50000000;31794718;Crime|Thriller;392;6.2;110;2002-08-04
Clint Eastwood;10985;The New Guy;10.301;13000000;31167388;Comedy|Family;285;5.7;88;2002-05-10
Ed Decter;598;Cidade de Deus;14.577;3300000;30641770;Drama|Crime;3669;8.4;130;2002-02-05
Fernando Meirelles;2103;Solaris;10.322;47000000;30002758;Drama|Science Fiction|Mystery|Romance;696;6.0;99;2002-11-27
Steven Soderbergh;9093;The Four Feathers;9.214;35000000;29882645;War|Adventure|Drama|Romance;280;6.6;132;2002-09-08
Shekhar Kapur;10712;Far from Heaven;7.487;13500000;29027914;Drama|Romance;278;7.1;107;2002-09-02
Todd Haynes;8198;The Quiet American;7.244;30000000;27674124;Romance|Thriller;143;6.7;101;2002-11-22
Phillip Noyce;37964;Brown Sugar;5.439;8000000;27362712;Comedy|Romance;55;6.9;109;2002-10-05
Rick Famuyiwa;9298;Ali G Indahouse;9.843;7000000;25900000;Comedy;692;6.0;85;2002-03-21
Mark Mylod;13950;All About the Benjamins;8.493;14000000;25482931;Action|Adventure|Comedy;80;6.1;95;2002-03-08
Kevin Bray;13376;Eight Crazy Nights;9.243;0;23833131;Animation|Comedy|Music;175;5.3;76;2002-11-27
Seth Kearsley;13435;Antwone Fisher;10.176;12500000;23367586;Drama|Romance;237;6.9;120;2002-12-19
Denzel Washington;13536;City By The Sea;9.904;40000000;22433915;Crime|Drama|Mystery;176;5.8;108;2002-09-06
Michael Caton-Jones;8094;The Magdalene Sisters;7.036;0;20957001;Drama;189;7.5;119;2002-09-12
Peter Mullan;33875;劇場版ポケットモンスター 水の都の護神 ラティアスとラティオス;10.018;0;20867919;Action|Adventure|Animation|Fantasy;158;6.3;71;2002-07-13
Kunihiko Yuyama;11452;National Lampoon's Van Wilder;10.869;6000000;20000000;Comedy|Romance;1183;5.9;92;2002-03-29
Walt Becker;10550;Ballistic: Ecks vs. Sever;9.78;70000000;19924033;Action|Adventure|Thriller;188;4.3;91;2002-09-20
Wych Kaosayananda;9296;S1m0ne;27.402;0;19576023;Comedy|Drama|Science Fiction;501;5.8;117;2002-08-23
Andrew Niccol;20337;Martin Lawrence Live: Runteldat;1.961;3000000;19184015;Comedy;7;5.1;113;2002-08-01
Martin Lawrence;13768;Tuck Everlasting;7.057;15000000;19158074;Drama|Family|Fantasy|Romance|Science Fiction;253;6.5;90;2002-10-11
Jay Russell;9544;FearDotCom;9.288;40000000;18902015;Horror|Thriller;189;3.5;101;2002-08-09
William Malone;13369;Empire;6.63;4000000;18591272;Crime|Action|Drama;51;6.4;90;2002-12-06
Franc. Reyes;18357;The Country Bears;9.93;35000000;18012097;Adventure|Comedy|Family;58;4.6;88;2002-07-26
Peter Hastings;8051;Punch-Drunk Love;8.99;25000000;17000000;Comedy|Drama|Romance;1088;7.1;96;2002-10-25
Paul Thomas Anderson;12771;Serving Sara;10.835;29000000;16930185;Comedy|Romance;165;5.3;100;2002-08-20
Reginald Hudlin;16643;Life or Something Like It;7.846;40000000;16872671;Comedy|Drama|Romance;265;5.6;103;2002-04-24
Stephen Herek;9962;The Good Girl;9.606;8000000;16856124;Drama|Comedy|Romance;310;6.0;93;2002-01-12
Miguel Arteta;9280;Femme Fatale;12.356;35000000;16838910;Thriller|Crime|Romance;280;6.2;114;2002-08-29
Brian De Palma;90634;हम तुम्हारे हैं सनम;3.472;4800000;14000000;Drama|Romance;28;5.4;174;2002-05-24
K. S. Adiyaman;44725;ワンピース 珍獣島のチョッパー王国;5.965;0;13107237;Action|Animation|Adventure;53;6.5;56;2002-03-02
Atsuji Shimizu;27259;Long Time Dead;5.674;0;13102295;Horror|Thriller;63;5.1;94;2002-01-18
Marcus Adams;1429;25th Hour;12.095;15000000;13060843;Crime|Drama;1268;7.4;135;2002-12-16
Spike Lee;49518;आप मुझे अच्छे लगने लगे;3.29;1600000;13000000;Action;9;4.3;182;2002-01-01
Vikram Bhatt;11022;Narc;9.441;6500000;12633747;Action|Crime|Drama|Thriller;253;6.8;105;2002-01-14
Joe Carnahan;15070;Undisputed;11.594;20000000;12398628;Action|Adventure|Drama|Thriller;289;6.3;96;2002-08-23
Walter Hill;11056;Darkness;6.799;10600000;12241855;Horror;191;5.7;102;2002-10-02
Jaume Balagueró;20656;साथिया;2.965;3000000;12000000;Drama|Romance;29;5.8;143;2002-12-20
Shaad Ali;59387;The Powerpuff Girls Movie;8.427;10000000;11411644;Animation|Action|Family;110;6.1;77;2002-07-03
Craig McCracken;15074;Extreme Ops;4.241;40000000;10959475;Action|Adventure|Drama|Thriller;47;4.8;93;2002-11-27
Christian Duguay;15992;Abandon;6.902;25000000;10719357;Drama|Mystery|Thriller;83;4.8;99;2002-10-14
Stephen Gaghan;30072;Possession;9.043;25000000;10113733;Drama|Mystery|Romance;99;6.2;102;2002-10-02
Neil LaBute;15647;Kissing Jessica Stein;7.764;1000000;10013424;Comedy;107;6.1;97;2002-03-13
Charles Herman-Wurmfeld;31005;Moonlight Mile;8.489;21000000;10011050;Romance|Drama;113;6.3;117;2002-09-09
Brad Silberling;11013;Secretary;11.155;4000000;9304609;Comedy|Drama|Romance;721;6.8;104;2002-01-11
Steven Shainberg;4911;Dark Blue;10.003;15000000;9237470;Crime|Drama|Thriller;146;6.3;118;2002-12-14
Ron Shelton;10775;無間道;11.852;0;8708932;Drama|Action|Thriller|Crime|Mystery;801;7.8;101;2002-12-12
Andrew Lau;9557;Boat Trip;8.837;20000000;8586376;Comedy;328;5.0;94;2002-10-01
Mort Nathan;2185;Big Trouble;8.816;40000000;8493890;Action|Comedy|Thriller|Mystery;149;6.2;85;2002-04-05
Barry Sonnenfeld;83902;ना तुम जानो ना हम;2.609;5800000;8000000;Drama|Romance;10;4.9;159;2002-05-10
Arjun Sablok;30309;Real Women Have Curves;4.567;3000000;7700000;Comedy|Drama;37;6.1;86;2002-01-13
Patricia Cardoso;12496;たそがれ清兵衛;6.787;5000000;7338987;Action|Drama|Romance;136;7.8;129;2002-11-02
Yôji Yamada;11692;The Adventures of Pluto Nash;7.667;100000000;7103973;Action|Comedy|Science Fiction;264;4.4;95;2002-08-15
Ron Underwood;9039;Trapped;9.516;30000000;6916869;Action|Crime|Drama|Thriller;267;6.1;106;2002-09-20
Luis Mandoki;16646;Русский ковчег;7.324;0;6723732;Drama|Fantasy|History|Mystery;205;7.4;99;2002-05-22
Aleksandr Sokurov;10375;D-Tox;7.537;55000000;6416302;Action|Thriller|Horror;250;5.6;96;2002-01-04
Jim Gillespie;20009;Slackers;14.922;14000000;6413915;Comedy|Romance;101;5.3;86;2002-02-01
Dewey Nicks;31525;The Legend of Bhagat Singh;2.53;3000000;6000000;Drama|History;28;7.0;155;2002-06-07
Rajkumar Santoshi;15761;Company;3.741;1500000;6000000;Action|Drama;32;6.7;156;2002-04-15
Ram Gopal Varma;7299;Equilibrium;15.047;20000000;5359645;Action|Science Fiction|Thriller;2639;7.0;107;2002-12-06
Kurt Wimmer;12112;À la folie… pas du tout;5.457;0;5126264;Drama|Romance|Thriller;131;6.7;92;2002-03-27
Laetitia Colombani;42315;اللمبي;2.109;0;5000000;Comedy|Romance;16;6.7;91;2002-10-06
Wael Ehsan;9685;Igby Goes Down;7.927;9000000;4777465;Comedy|Drama;155;6.6;97;2002-09-13
Burr Steers;1615;Erkan & Stefan gegen die Mächte der Finsternis;1.752;0;4508104;Comedy;16;4.6;80;2002-06-20
Axel Sand;34341;Men with Brooms;3.268;7500000;4245870;Comedy;14;5.2;102;2002-09-20
Paul Gross;1555;L'Auberge espagnole;6.643;5300000;3897799;Drama|Comedy|Romance;582;7.2;122;2002-05-17
