"director","id","original_title","popularity","budget","revenue","genres","vote_count","vote_average","runtime","release_date","year"
"Bob Clark",16551,"Rhinestone",5.139,28000000,21435321,"Comedy",59,5.2,"111","1984-06-22",1984
"Jerry Zucker",8764,"Top Secret!",11.684,9000000,20458340,"Comedy",495,7.1,"90","1984-06-08",1984
"Wolfgang Petersen",34584,"Die unendliche Geschichte",15.557,27000000,20158808,"Drama|Family|Fantasy|Adventure",2155,7.1,"102","1984-04-05",1984
"Willard Huyck",11221,"Best Defense",4.317,18000000,19265302,"Action|Comedy",47,4.2,"94","1984-07-20",1984
"Mark L. Lester",11495,"Firestarter",8.933,15000000,17080167,"Thriller|Science Fiction",293,6.1,"114","1984-05-11",1984
"Thom Eberhardt",18462,"Night of the Comet",6.884,3000000,14418922,"Comedy|Horror|Science Fiction",173,6.2,"95","1984-11-16",1984
"Jeannot Szwarc",9651,"Supergirl",9.533,35000000,14296438,"Adventure|Fantasy|Action|Science Fiction",215,4.8,"124","1984-07-01",1984
"Fritz Kiersch",10823,"Children of the Corn",9.206,800000,1.4e+07,"Horror|Thriller",464,5.7,"93","1984-03-09",1984
"Mark Rydell",38557,"The River",6.171,18000000,11500000,"Drama",47,6.3,"122","1984-12-01",1984
"Woody Allen",12762,"Broadway Danny Rose",7.981,8000000,10600497,"Comedy",221,7.3,"84","1984-01-27",1984
"Douglas Day Stewart",48482,"Thief of Hearts",3.624,9000000,10364904,"Crime|Drama|Thriller",25,5.4,"100","1984-10-19",1984
"John Derek",5896,"Bolero",6.087,7000000,8914881,"Drama|Romance",44,3.6,"105","1984-08-31",1984
"Brian De Palma",11507,"Body Double",9.093,10000000,8801940,"Crime|Mystery|Thriller",281,6.7,"114","1984-10-25",1984
"Roger Donaldson",2669,"The Bounty",9.397,25000000,8613462,"Action|Drama|History",234,6.8,"132","1984-05-04",1984
"Walter Hill",14746,"Streets of Fire",8.295,14500000,8089290,"Action",188,6.7,"93","1984-06-01",1984
"Richard Benjamin",47359,"Racing with the Moon",4.544,9000000,6045657,"Drama|Romance",29,6.5,"108","1984-03-23",1984
"John Guillermin",24264,"Sheena",7.942,25000000,5778353,"Action|Adventure|Comedy|Fantasy|Science Fiction",57,5.3,"117","1984-08-17",1984
"Sergio Leone",311,"Once Upon a Time in America",20.625,20000000,5300000,"Drama|Crime",2504,8.4,"229","1984-05-23",1984
"Jonathan Demme",24128,"Stop Making Sense",7.559,1200000,4978922,"Documentary|Music",86,8.5,"88","1984-11-16",1984
"Rob Reiner",11031,"This Is Spinal Tap",12.064,2500000,4736202,"Comedy|Music",759,7.6,"82","1984-05-04",1984
"Fabrizio De Angelis",220756,"Impatto mortale",0.84,3000000,4e+06,"Action|Drama|Crime",3,4.2,"80","1984-05-17",1984
"Joel Coen",11368,"Blood Simple",9.541,1500000,3851855,"Crime|Drama|Thriller",609,7.4,"97","1984-09-07",1984
"Douglas Cheek",23730,"C.H.U.D.",7.599,1250000,3412497,"Horror|Science Fiction",108,5.4,"88","1984-08-31",1984
"Hayao Miyazaki",81,"風の谷のナウシカ",17.078,1000000,3301446,"Adventure|Animation|Fantasy",1565,7.9,"117","1984-03-11",1984
"Charles E. Sellier Jr.",27414,"Silent Night, Deadly Night",7.892,1065000,2491460,"Thriller|Horror",137,5.7,"79","1984-11-09",1984
"Alex Cox",13820,"Repo Man",9.023,1500000,2300000,"Comedy|Science Fiction",265,6.7,"92","1984-02-20",1984
"Wim Wenders",655,"Paris, Texas",11.3,1746964,2181987,"Drama",647,8.1,"145","1984-05-19",1984
"Alan Parker",11296,"Birdy",9.545,12000000,1400000,"Drama|History",233,7.3,"120","1984-12-14",1984
"James Bridges",31043,"Mike's Murder",3.292,6300000,1059966,"Drama|Mystery|Thriller",9,6,"109","1984-03-09",1984
"Russell Mulcahy",26178,"Razorback",7.217,5500000,801000,"Horror",69,5.8,"95","1984-04-19",1984
"Michael Pattinson",210837,"Street Hero",0.782,2500000,7e+05,"Drama",4,7.6,"102","1984-08-15",1984
"Yadollah Samadi",559478,"Mardi ke ziad midanest",0.6,10000,1e+05,"Drama",0,0,"95","1984-11-05",1984
"Balachandra Menon",425316,"Arante Mulla Kochu Mulla",0.654,10000,15000,"Drama|Family",0,0,"125","1984-10-08",1984
"James Bonny",495998,"Forklift Drivers from Hell",0.6,4000,100,"Action",0,0,"27","1984-01-31",1984
"Koji Hashimoto",421467,"ゴジラ",1.96,6,11,"Science Fiction|Action",11,5.8,"103","1984-12-15",1984
"Robert Zemeckis",105,"Back to the Future",28.67,19000000,381109762,"Adventure|Comedy|Science Fiction|Family",11903,8.2,"116","1985-07-03",1985
"Sylvester Stallone",1374,"Rocky IV",16.755,31000000,300473716,"Drama",2253,6.9,"91","1985-11-21",1985
"George P. Cosmatos",1369,"Rambo: First Blood Part II",25.28,44000000,300400432,"Action|Adventure|Thriller|War",1838,6.4,"96","1985-05-21",1985
"John Glen",707,"A View to a Kill",17,30000000,152427960,"Adventure|Action|Thriller",929,6.2,"131","1985-05-24",1985
"Steven Spielberg",873,"The Color Purple",12.565,15000000,146292009,"Drama",796,7.8,"154","1985-12-18",1985
"Sydney Pollack",606,"Out of Africa",9.839,31000000,128499205,"History|Romance|Drama",676,7.3,"161","1985-12-20",1985
"Lewis Teague",10303,"The Jewel of the Nile",12.165,25000000,96773200,"Action|Adventure|Comedy|Romance",554,6.1,"106","1985-12-04",1985
"Peter Weir",9281,"Witness",10.29,12000000,68706993,"Crime|Drama|Romance|Thriller",766,7.1,"113","1985-02-08",1985
"Richard Donner",9340,"The Goonies",15.352,19000000,61503218,"Adventure|Comedy|Family",3140,7.5,"114","1985-06-07",1985
"John Landis",9080,"Spies Like Us",8.732,22000000,60088980,"Comedy|Adventure",302,6,"102","1985-12-06",1985
"Michael Ritchie",9749,"Fletch",9.661,8000000,59612888,"Comedy|Crime|Mystery",345,6.8,"98","1985-05-31",1985
"Mark L. Lester",10999,"Commando",14.807,10000000,57500000,"Action|Adventure|Thriller",1398,6.5,"90","1985-10-03",1985
"John Hughes",2108,"The Breakfast Club",16.793,1000000,51525171,"Comedy|Drama",4794,7.8,"98","1985-02-15",1985
"Walter Hill",11064,"Brewster's Millions",9.031,20000000,45833132,"Comedy",276,6.6,"97","1985-05-22",1985
"Tim Burton",5683,"Pee-wee's Big Adventure",7.079,6000000,40940662,"Adventure|Comedy",423,6.5,"91","1985-07-26",1985
"John Hughes",11814,"Weird Science",13.469,7500000,38934048,"Comedy|Romance|Science Fiction",714,6.4,"94","1985-08-01",1985
"George Miller",9355,"Mad Max Beyond Thunderdome",15.097,10000000,36230219,"Action|Adventure|Science Fiction",1450,6.1,"107","1985-06-29",1985
"George A. Romero",8408,"Day of the Dead",9.936,3500000,3.4e+07,"Horror|Science Fiction",553,7,"101","1985-07-19",1985
"Martin Ritt",34322,"Murphy's Romance",5.289,13000000,30867525,"Comedy|Romance",28,6.3,"107","1985-12-25",1985
"Jack Sholder",10014,"A Nightmare on Elm Street Part 2: Freddy's Revenge",18.484,3000000,29999213,"Horror",848,5.8,"87","1985-10-31",1985
"Susan Seidelman",8130,"Desperately Seeking Susan",7.995,5000000,27400000,"Comedy",197,6.1,"104","1985-03-29",1985
"Michael Schultz",13938,"The Last Dragon",6.685,10000000,25754284,"Action|Adventure|Comedy",128,6.5,"108","1985-03-22",1985
"Tom Holland",11797,"Fright Night",9.856,9000000,24922237,"Horror",580,7,"107","1985-08-02",1985
"Jeannot Szwarc",13764,"Santa Claus: The Movie",8.69,50000000,23717291,"Family|Fantasy|Adventure|Science Fiction|Comedy",110,6.1,"108","1985-10-29",1985
"Danny Steinmann",9731,"Friday the 13th: A New Beginning",8.926,2200000,21930418,"Horror|Thriller",480,5.1,"92","1985-03-22",1985
"Ted Berman",10957,"The Black Cauldron",18.455,25000000,21288692,"Animation|Family",595,6.5,"80","1985-07-24",1985
"James Ivory",11257,"A Room with a View",9.706,3000000,20966644,"Drama|Romance",361,7,"117","1985-12-13",1985
"James Komack",23919,"Porky's Revenge",8.137,9000000,20518905,"Comedy",99,5,"92","1985-03-22",1985
"Michael Cimino",11018,"Year of the Dragon",7.768,24000000,18707466,"Action|Crime|Drama|Thriller",163,6.8,"134","1985-08-16",1985
"Richard Donner",526,"Ladyhawke",11.795,20000000,18432000,"Adventure|Fantasy",617,7,"121","1985-03-27",1985
"Michael Winner",24873,"Death Wish 3",10.909,9000000,16116878,"Action|Crime|Drama|Thriller",149,6.1,"92","1985-11-01",1985
"Ridley Scott",11976,"Legend",12.474,24500000,15502112,"Adventure|Fantasy",566,6.2,"94","1985-07-19",1985
"Jonathan Lynn",15196,"Clue",12.984,15000000,14643997,"Comedy|Thriller|Crime|Mystery",707,7.3,"94","1985-12-13",1985
"Dan O'Bannon",10925,"The Return of the Living Dead",10.176,4000000,14237880,"Comedy|Horror",534,7.3,"91","1985-04-25",1985
"James Bridges",49370,"Perfect",5.209,19000000,12918858,"Drama|Romance",59,4.8,"115","1985-06-07",1985
"Wolfgang Petersen",11864,"Enemy Mine",11.165,40000000,12303411,"Drama|Science Fiction",444,6.8,"108","1985-12-12",1985
"Walter Murch",13155,"Return to Oz",9.28,25000000,11137801,"Adventure|Family|Fantasy",254,6.6,"109","1985-06-21",1985
"Lance Hool",12764,"Missing in Action 2: The Beginning",7.559,2410000,10755447,"Action|War",121,5.5,"100","1985-03-01",1985
"Woody Allen",10849,"The Purple Rose of Cairo",8.268,15000000,10631333,"Fantasy|Comedy|Romance",481,7.4,"82","1985-03-01",1985
"Martin Scorsese",10843,"After Hours",9.615,4500000,10609321,"Comedy|Thriller|Drama",566,7.5,"97","1985-09-13",1985
"Sam Firstenberg",12500,"American Ninja",8.124,1000000,10499694,"Action|Adventure",157,5.6,"95","1985-08-30",1985
"Howard Storm",19064,"Once Bitten",8.888,3200000,1e+07,"Horror|Comedy|Romance",138,5.5,"94","1985-11-15",1985
"Joe Dante",9872,"Explorers",6.525,25000000,9873044,"Family|Science Fiction",235,6.4,"109","1985-07-12",1985
"Andrei Konchalovsky",11893,"Runaway Train",8.974,9000000,7936012,"Action|Thriller",243,7.1,"111","1985-11-15",1985
"Richard Fleischer",9626,"Red Sonja",12.229,17900000,6948633,"Adventure|Fantasy|Action",407,5.2,"89","1985-04-09",1985
"John Landis",11338,"Into the Night",7.906,11400000,6700000,"Comedy|Thriller",121,6.6,"115","1985-02-22",1985
"Robert Clouse",14570,"Gymkata",2.139,8500000,5730596,"Action|Drama",24,4.8,"90","1985-05-03",1985
"R.J. Kizer",39256,"Godzilla 1985",5.759,2000000,4100000,"Action|Drama|Horror|Science Fiction|Thriller",59,6.2,"87","1985-08-23",1985
"Akira Kurosawa",11645,"乱",15.982,11500000,4069653,"Action|Drama|History",655,8.1,"160","1985-06-01",1985
"Steven Hahn",32147,"Starchaser: The Legend of Orin",3.649,15000000,3360800,"Adventure|Animation|Family|Science Fiction",25,6.2,"107","1985-01-01",1985
"Stephen Frears",11240,"My Beautiful Laundrette",6.51,860000,2451545,"Comedy|Drama|Romance",120,6.9,"98","1985-11-16",1985
"Donna Deitch",294,"Desert Hearts",4.783,350000,2400000,"Drama|Romance",57,7.3,"91","1985-10-01",1985
"Stuart Gordon",1694,"Re-Animator",13.663,900000,2023414,"Science Fiction|Comedy|Horror",539,7.1,"86","1985-10-18",1985
"Hal Barwood",34028,"Warning Sign",3.307,707990,1918117,"Drama|Science Fiction|Thriller",23,6,"99","1985-08-23",1985
"Graeme Clifford",176049,"Burke & Wills",1.154,9000000,1600000,"History|Adventure|Drama",4,6,"140","1985-10-30",1985
"Ray Lawrence",54407,"Bliss",1.726,3400000,660537,"Comedy|Drama|Romance",8,6.6,"112","1985-10-04",1985
"Paul Schrader",27064,"Mishima: A Life in Four Chapters",6.845,5000000,502758,"Drama",85,8,"121","1985-05-15",1985
"Luc Besson",10656,"Subway",7.333,2000000,390659,"Action|Thriller",189,6.5,"104","1985-04-10",1985
"Tony Scott",744,"Top Gun",16.563,15000000,356830601,"Action|Drama",3431,6.9,"110","1986-05-16",1986
"Peter Faiman",9671,"Crocodile Dundee",15.019,5000000,328203506,"Adventure|Comedy",1003,6.3,"97","1986-09-26",1986
"James Cameron",679,"Aliens",20.06,18500000,183316455,"Action|Thriller|Science Fiction",5470,7.9,"137","1986-07-18",1986
"Oliver Stone",792,"Platoon",13.186,6000000,138530565,"Drama|War|Action",2322,7.7,"120","1986-12-19",1986
"Leonard Nimoy",168,"Star Trek IV: The Voyage Home",16.72,24000000,1.33e+08,"Science Fiction|Adventure",791,7.1,"119","1986-11-25",1986
"John G. Avildsen",8856,"The Karate Kid Part II",13.044,13000000,115103979,"Adventure|Drama|Action|Romance|Family",964,6.1,"113","1986-06-18",1986
"Alan Metter",15596,"Back to School",8.088,11000000,91258000,"Comedy",212,6.4,"96","1986-06-13",1986
"Don Bluth",4978,"An American Tail",11.873,9000000,84542002,"Drama|Family|Animation|Adventure|Music",740,6.7,"80","1986-11-21",1986
"Michael Ritchie",10136,"The Golden Child",13.174,25000000,79817939,"Action|Adventure|Comedy|Fantasy|Mystery",570,5.8,"94","1986-12-12",1986
"Jean-Jacques Annaud",192,"The Name of the Rose",14.371,20000000,77200000,"Drama|Thriller|Mystery",1591,7.4,"130","1986-09-24",1986
"John Hughes",9377,"Ferris Bueller's Day Off",13.244,6000000,70136369,"Comedy",2658,7.6,"103","1986-06-11",1986
"Paul Mazursky",9941,"Down and Out in Beverly Hills",8.257,14000000,62134225,"Comedy",128,5.8,"103","1986-01-31",1986
"David Cronenberg",9426,"The Fly",13.978,15000000,60629159,"Horror|Science Fiction",2142,7.3,"96","1986-08-15",1986
"Richard Benjamin",10466,"The Money Pit",8.442,10000000,54999651,"Comedy|Romance",533,6.4,"91","1986-03-15",1986
"Martin Scorsese",11873,"The Color of Money",10.429,13800000,52293982,"Drama",625,6.8,"119","1986-10-07",1986
"Rob Reiner",235,"Stand by Me",13.608,8000000,52287414,"Crime|Drama",3127,7.9,"89","1986-08-08",1986
"George P. Cosmatos",9874,"Cobra",12.738,25000000,49042224,"Action|Crime|Thriller",803,5.8,"87","1986-03-21",1986
"Clint Eastwood",10015,"Heartbreak Ridge",12.179,15000000,42724017,"Action|Comedy|Drama|War",472,6.7,"130","1986-12-05",1986
"Francis Ford Coppola",10013,"Peggy Sue Got Married",7.661,18000000,41382841,"Comedy|Drama|Fantasy|Romance",260,6.2,"103","1986-10-05",1986
"Brian Gibson",11133,"Poltergeist II: The Other Side",9.806,19000000,40996665,"Horror|Thriller",303,5.8,"91","1986-05-23",1986
"John Badham",2605,"Short Circuit",10.186,10000000,40697761,"Comedy|Family|Science Fiction",857,6.5,"98","1986-05-09",1986
"Woody Allen",5143,"Hannah and Her Sisters",8.798,6400000,40084041,"Comedy|Drama",489,7.6,"107","1986-02-07",1986
"Frank Oz",10776,"Little Shop of Horrors",9.415,25000000,38748395,"Horror|Comedy",763,6.8,"94","1986-12-19",1986
"Ron Clements",9994,"The Great Mouse Detective",13.818,14000000,38625550,"Comedy|Animation|Family",863,7.1,"74","1986-07-02",1986
"Willard Huyck",10658,"Howard the Duck",9.245,37000000,37962774,"Comedy|Fantasy|Science Fiction",487,5.2,"110","1986-08-01",1986
"David Anspaugh",5693,"Hoosiers",7.564,9000000,28607524,"Drama|Family",247,7.2,"114","1986-11-14",1986
"Jeff Kanew",11038,"Tough Guys",7.283,10000000,21458229,"Comedy|Crime",63,5.9,"104","1986-10-03",1986
"Tom McLoughlin",10225,"Friday the 13th Part VI: Jason Lives",9.872,3000000,19472057,"Horror|Mystery|Thriller",495,5.9,"86","1986-08-01",1986
"Randal Kleiser",10122,"Flight of the Navigator",11.444,9000000,18564613,"Family|Science Fiction|Adventure",382,7,"90","1986-07-30",1986
"Roland Joffé",11416,"The Mission",10.169,24500000,17218023,"Adventure|Drama|Action|History",657,7.4,"126","1986-09-29",1986
"John Irvin",2099,"Raw Deal",9.81,8500000,16209459,"Action|Crime|Thriller",335,5.6,"106","1986-06-06",1986
"Mark L. Lester",2620,"Armed and Dangerous",7.927,12000000,15945534,"Action|Comedy|Crime",73,5.6,"88","1986-08-15",1986
"Stephen Herek",3980,"Critters",9.93,2000000,13167232,"Action|Comedy|Horror|Science Fiction|Thriller",413,6,"82","1986-04-11",1986
"Jim Henson",13597,"Labyrinth",13.082,25000000,12729917,"Adventure|Family|Fantasy",1212,7.2,"102","1986-06-27",1986
"Harold Ramis",26555,"Club Paradise",4.82,15000000,12308521,"Comedy|Drama|Romance",31,4.9,"96","1986-07-11",1986
"John Carpenter",6978,"Big Trouble in Little China",14.233,25000000,1.1e+07,"Action|Adventure|Comedy|Fantasy",1482,7.2,"99","1986-05-30",1986
"Harry Winer",13766,"SpaceCamp",9.033,18000000,9697739,"Family|Adventure",96,5.8,"107","1986-06-06",1986
"Michael Mann",11454,"Manhunter",0.6,15000000,8620929,"Crime|Horror|Thriller",587,7,"122","1986-08-14",1986
"David Lynch",793,"Blue Velvet",13.116,6000000,8551228,"Crime|Mystery|Thriller",1611,7.7,"120","1986-08-01",1986
"Brian De Palma",31659,"Wise Guys",3.863,13000000,8475466,"Comedy|Crime",44,6,"100","1986-04-17",1986
"David Seltzer",13346,"Lucas",7.383,6000000,8200000,"Comedy|Drama|Romance",91,6.5,"108","1986-03-28",1986
"Gene Wilder",24103,"Haunted Honeymoon",6.275,13000000,8033397,"Comedy|Horror|Music|Drama|Mystery",78,5.4,"82","1986-07-25",1986
"Tobe Hooper",16337,"The Texas Chainsaw Massacre 2",9.677,4700000,8025872,"Horror",349,5.6,"101","1986-08-22",1986
"Stephen King",9980,"Maximum Overdrive",10.163,10000000,7433663,"Action|Horror|Science Fiction|Comedy",313,5.5,"97","1986-07-25",1986
"Kevin Tenney",17994,"Witchboard",6.829,2000000,7369373,"Horror|Mystery|Thriller",89,5.9,"98","1986-12-31",1986
"Adrian Lyne",10068,"Nine 1/2 Weeks",14.331,17000000,6735922,"Drama|Romance",412,5.9,"117","1986-02-14",1986
"Russell Mulcahy",8009,"Highlander",15.837,16000000,5900000,"Adventure|Action|Fantasy",1292,6.9,"116","1986-03-07",1986
"Nelson Shin",1857,"The Transformers: The Movie",7.89,6000000,5849647,"Animation|Science Fiction|Action|Adventure|Family",225,7,"84","1986-08-08",1986
"Robert Harmon",9542,"The Hitcher",8.954,6000000,5844868,"Horror|Action|Thriller",386,7,"98","1986-02-21",1986
"John Carl Buechler",33061,"Troll",7.739,1100000,5450815,"Fantasy|Horror",99,4.9,"82","1986-01-17",1986
"Tobe Hooper",31909,"Invaders from Mars",8.421,12000000,4884663,"Mystery|Science Fiction|Horror|Adventure|Family",96,5.5,"100","1986-01-01",1986
"Paul Michael Glaser",33762,"Band of the Hand",4.529,8700000,4865912,"Action|Crime|Drama",25,6.7,"109","1986-04-11",1986
"Richard Wenk",34223,"Vamp",5.303,1900000,4790926,"Comedy|Horror",67,5.9,"93","1986-07-18",1986
"John Guillermin",31947,"King Kong Lives",7.186,10000000,4711220,"Action|Horror",59,4.3,"105","1986-11-21",1986
"Marshall Brickman",30194,"The Manhattan Project",5.078,18000000,3900000,"Science Fiction|Thriller",47,6.3,"118","1986-06-13",1986
"Sidney Lumet",46948,"Power",3.674,16000000,3800000,"Drama",25,6.2,"111","1986-01-31",1986
"Mike Marvin",10017,"The Wraith",10.366,2700000,3500000,"Action|Science Fiction",176,6.1,"93","1986-11-21",1986
"Alex Cox",14924,"Sid & Nancy",9.591,4000000,2826523,"Drama|Music|Romance",242,6.9,"114","1986-10-24",1986
"Nadia Tass",28685,"Malcolm",2.835,640000,2459000,"Action|Comedy|Crime",16,6.6,"90","1986-07-20",1986
"James Foley",13715,"At Close Range",7.845,6500000,2347000,"Crime|Drama|Thriller",119,6.9,"111","1986-04-18",1986
"Roman Polanski",11483,"Pirates",8.53,40000000,1641825,"Adventure|Comedy",99,6.3,"124","1986-05-08",1986
"Alan Johnson",36677,"Solarbabies",4.977,25000000,1579260,"Science Fiction",27,5.1,"94","1986-11-26",1986
"Adrian Lyne",10998,"Fatal Attraction",17.544,14000000,320145693,"Drama|Horror|Thriller",671,6.8,"119","1987-09-11",1987
"Tony Scott",96,"Beverly Hills Cop II",11.837,20000000,299965036,"Action|Comedy|Crime",1207,6.4,"100","1987-05-18",1987
"Leonard Nimoy",12154,"3 Men and a Baby",10.409,11000000,242780960,"Family|Comedy",511,6,"102","1987-11-27",1987
"Emile Ardolino",88,"Dirty Dancing",17.235,6000000,213893795,"Drama|Music|Romance",3345,7.3,"100","1987-08-21",1987
"John Glen",708,"The Living Daylights",22.478,40000000,191185897,"Action|Adventure|Thriller",828,6.4,"130","1987-06-29",1987
"Barry Levinson",801,"Good Morning, Vietnam",12.498,13000000,123922370,"Comedy|Drama|War",1354,7.3,"121","1987-12-23",1987
"Richard Donner",941,"Lethal Weapon",18.829,15000000,120207127,"Adventure|Action|Comedy|Thriller|Crime",2492,7.2,"110","1987-03-06",1987
"Doug Rogers",171147,"Dennis the Menace",2.38,35000000,117270765,"Family|Comedy",1,6,"118","1987-09-18",1987
"Herbert Ross",10021,"The Secret of My Success",10.011,12000000,110996879,"Comedy",289,6.3,"111","1987-04-10",1987
"John McTiernan",106,"Predator",24.788,15000000,98267558,"Science Fiction|Action|Adventure|Thriller",4032,7.4,"107","1987-06-12",1987
"Brian De Palma",117,"The Untouchables",16.294,25000000,76270454,"Crime|Drama|History|Thriller",3065,7.8,"119","1987-06-03",1987
"Steven Spielberg",10110,"Empire of the Sun",9.856,35000000,66700000,"Drama|History|War",937,7.5,"153","1987-12-09",1987
"Tom Mankiewicz",10023,"Dragnet",8.197,20000000,66673516,"Action|Comedy|Crime",239,6,"106","1987-06-25",1987
"George Miller",6069,"The Witches of Eastwick",14.14,22000000,63766510,"Comedy|Fantasy|Horror|Drama",677,6.4,"118","1987-06-12",1987
"Danny DeVito",11896,"Throw Momma from the Train",10.111,14000000,57915972,"Crime|Comedy",273,6.1,"88","1987-12-11",1987
